Source,Target,Weight,Type
Dickon Tarly,Olenna Tyrell,0.6931471805599453,Undirected
Dickon Tarly,Thoros of Myr,0.6931471805599453,Undirected
Dickon Tarly,Tyene Sand,0.0,Undirected
Lady Crane,Obara Sand,0.0,Undirected
Lady Crane,Randyll Tarly,0.0,Undirected
Lady Crane,Thoros of Myr,1.0986122886681098,Undirected
Lady Crane,Tyene Sand,0.0,Undirected
Nymeria Sand,Obara Sand,0.0,Undirected
Nymeria Sand,Randyll Tarly,0.0,Undirected
Nymeria Sand,Thoros of Myr,0.0,Undirected
Nymeria Sand,Tyene Sand,0.0,Undirected
Obara Sand,Olenna Tyrell,0.0,Undirected
Obara Sand,Randyll Tarly,0.0,Undirected
Obara Sand,Thoros of Myr,0.0,Undirected
Obara Sand,Tyene Sand,0.0,Undirected
Olenna Tyrell,Randyll Tarly,0.6931471805599453,Undirected
Olenna Tyrell,Thoros of Myr,0.6931471805599453,Undirected
Olenna Tyrell,Tyene Sand,0.0,Undirected
Randyll Tarly,Thoros of Myr,0.6931471805599453,Undirected
Randyll Tarly,Tyene Sand,0.0,Undirected
Thoros of Myr,Tyene Sand,0.0,Undirected
Brienne of Tarth,High Priestess of the Dosh Khaleen,0.0,Undirected
Bronn,High Priestess of the Dosh Khaleen,0.0,Undirected
Bronn,Lady Crane,0.6931471805599453,Undirected
High Priestess of the Dosh Khaleen,Jaime Lannister,0.6931471805599453,Undirected
High Priestess of the Dosh Khaleen,Lady Crane,0.0,Undirected
High Priestess of the Dosh Khaleen,Tyrion Lannister,1.6094379124341003,Undirected
Petyr Baelish,Tywin Lannister,0.0,Undirected
Daario Naharis,Ygritte,1.0986122886681098,Undirected
Jon Snow,Pypar,0.0,Undirected
Pypar,Samwell Tarly,0.0,Undirected
Robert Baratheon,Tywin Lannister,0.0,Undirected
Joffrey Baratheon,Varys,1.0986122886681098,Undirected
Little Sam,Tywin Lannister,1.3862943611198906,Undirected
Tywin Lannister,Varys,1.6094379124341003,Undirected
Varys,Walder Frey,1.0986122886681098,Undirected
Lady Crane,Podrick Payne,0.0,Undirected
Brother Ray,Lancel Lannister,0.0,Undirected
Jaime Lannister,Thoros of Myr,0.6931471805599453,Undirected
Ramsay Bolton,Walder Frey,1.0986122886681098,Undirected
Brienne of Tarth,Catelyn Stark,1.0986122886681098,Undirected
Eddard Stark,Robert Baratheon,0.0,Undirected
Lysa Arryn,Walder Frey,0.6931471805599453,Undirected
Shae,Tywin Lannister,1.0986122886681098,Undirected
Benjen Stark,Theon Greyjoy,0.0,Undirected
Lyanna Stark,Samwell Tarly,1.791759469228055,Undirected
Robert Baratheon,Theon Greyjoy,0.0,Undirected
Black Walder Rivers,Sansa Stark,0.6931471805599453,Undirected
Eddison Tollett,Jon Snow,0.0,Undirected
Eddison Tollett,Tormund Giantsbane,0.0,Undirected
Joffrey Baratheon,Theon Greyjoy,0.0,Undirected
Gilly,Old Nan,0.0,Undirected
Arthur Dayne,Rhaegar Targaryen,6.698268054115413,Undirected
Black Walder Rivers,Bran Stark,0.6931471805599453,Undirected
Lysa Arryn,Petyr Baelish,0.6931471805599453,Undirected
Joffrey Baratheon,Olly,0.6931471805599453,Undirected
Daenerys Targaryen,Renly Baratheon,0.0,Undirected
Daenerys Targaryen,Tommen Baratheon,0.0,Undirected
Gendry,Joffrey Baratheon,0.0,Undirected
Gendry,Renly Baratheon,0.0,Undirected
Gendry,Stannis Baratheon,1.0986122886681098,Undirected
Gendry,Tommen Baratheon,0.0,Undirected
Gendry,Viserys Targaryen,0.0,Undirected
Joffrey Baratheon,Renly Baratheon,0.0,Undirected
Renly Baratheon,Stannis Baratheon,0.0,Undirected
Renly Baratheon,Tommen Baratheon,0.0,Undirected
Renly Baratheon,Viserys Targaryen,0.0,Undirected
Stannis Baratheon,Tommen Baratheon,0.0,Undirected
Stannis Baratheon,Viserys Targaryen,0.6931471805599453,Undirected
Tommen Baratheon,Viserys Targaryen,0.0,Undirected
Cersei Lannister,Samwell Tarly,0.6931471805599453,Undirected
Euron Greyjoy,Melisandre,0.0,Undirected
Arya Stark,Ramsay Bolton,1.3862943611198906,Undirected
Alliser Thorne,Lancel Lannister,0.0,Undirected
Alliser Thorne,Stannis Baratheon,0.6931471805599453,Undirected
Alliser Thorne,Tywin Lannister,0.0,Undirected
Alliser Thorne,Walder Frey,1.3862943611198906,Undirected
Lancel Lannister,Stannis Baratheon,0.0,Undirected
Lancel Lannister,Tywin Lannister,0.0,Undirected
Lancel Lannister,Walder Frey,0.0,Undirected
Stannis Baratheon,Tywin Lannister,0.6931471805599453,Undirected
Stannis Baratheon,Walder Frey,0.6931471805599453,Undirected
Oberyn Martell,Robert Baratheon,2.6390573296152584,Undirected
Janos Slynt,Walder Frey,0.6931471805599453,Undirected
Viserys Targaryen,Walder Frey,1.3862943611198906,Undirected
Arya Stark,Daario Naharis,0.0,Undirected
Arya Stark,Khal Drogo,0.0,Undirected
Brienne of Tarth,Daario Naharis,0.0,Undirected
Brienne of Tarth,Khal Drogo,0.0,Undirected
Daario Naharis,Sandor Clegane,0.0,Undirected
Daenerys Targaryen,Sandor Clegane,0.6931471805599453,Undirected
Khal Drogo,Sandor Clegane,0.0,Undirected
Khal Drogo,Sansa Stark,0.0,Undirected
Sandor Clegane,Ygritte,0.0,Undirected
Ellaria Sand,Euron Greyjoy,0.0,Undirected
Ellaria Sand,Missandei,0.6931471805599453,Undirected
Euron Greyjoy,Missandei,0.6931471805599453,Undirected
Mance Rayder,Tormund Giantsbane,0.0,Undirected
Catelyn Stark,Cersei Lannister,0.6931471805599453,Undirected
Catelyn Stark,Joffrey Baratheon,0.6931471805599453,Undirected
Bran Stark,Brother Ray,0.0,Undirected
Euron Greyjoy,Nymeria Sand,0.0,Undirected
Joffrey Baratheon,Nymeria Sand,0.0,Undirected
Nymeria Sand,Ramsay Bolton,0.0,Undirected
Little Sam,Podrick Payne,0.0,Undirected
Edmure Tully,Randyll Tarly,0.0,Undirected
Edmure Tully,Tywin Lannister,0.0,Undirected
Randyll Tarly,Tywin Lannister,0.0,Undirected
Arya Stark,Grand Maester Pycelle,0.0,Undirected
Lommy Greenhands,Walder Frey,0.0,Undirected
Davos Seaworth,Samwell Tarly,0.0,Undirected
Old Nan,Sansa Stark,1.0986122886681098,Undirected
Eddard Stark,Rhaegar Targaryen,0.6931471805599453,Undirected
Bronn,Robert Baratheon,0.0,Undirected
Bran Stark,Ellaria Sand,0.0,Undirected
Bronn,Hot Pie,0.0,Undirected
Hot Pie,Tormund Giantsbane,0.0,Undirected
Hot Pie,Tyrion Lannister,0.0,Undirected
Podrick Payne,Sansa Stark,1.0986122886681098,Undirected
Khal Drogo,Rhaegar Targaryen,0.0,Undirected
Arya Stark,Edmure Tully,0.6931471805599453,Undirected
Bran Stark,Edmure Tully,0.0,Undirected
Bran Stark,Lysa Arryn,0.6931471805599453,Undirected
Edmure Tully,Lysa Arryn,0.6931471805599453,Undirected
Edmure Tully,Sansa Stark,0.0,Undirected
Lyanna Stark,Robb Stark,0.6931471805599453,Undirected
Lyanna Stark,Talisa Maegyr,0.6931471805599453,Undirected
Rhaegar Targaryen,Robb Stark,1.0986122886681098,Undirected
Rhaegar Targaryen,Talisa Maegyr,0.6931471805599453,Undirected
Gregor Clegane,Tormund Giantsbane,0.0,Undirected
Aeron Greyjoy,Jon Snow,1.3862943611198906,Undirected
Aeron Greyjoy,Jorah Mormont,0.0,Undirected
Bronn,Robb Stark,0.0,Undirected
Brother Ray,Lyanna Stark,0.0,Undirected
Missandei,Samwell Tarly,0.0,Undirected
Jaqen H'ghar,Nymeria Sand,0.0,Undirected
Jaqen H'ghar,Tormund Giantsbane,0.0,Undirected
Cersei Lannister,Ilyn Payne,0.6931471805599453,Undirected
Jorah Mormont,Rhaegar Targaryen,1.3862943611198906,Undirected
Daenerys Targaryen,Nymeria Sand,1.0986122886681098,Undirected
Black Walder Rivers,Tyrion Lannister,0.6931471805599453,Undirected
Barristan Selmy,Mance Rayder,0.6931471805599453,Undirected
Barristan Selmy,Shireen Baratheon,0.6931471805599453,Undirected
Barristan Selmy,Stannis Baratheon,0.6931471805599453,Undirected
Mance Rayder,Shireen Baratheon,0.6931471805599453,Undirected
Mance Rayder,Stannis Baratheon,0.6931471805599453,Undirected
Shireen Baratheon,Stannis Baratheon,1.0986122886681098,Undirected
Bronn,Missandei,0.0,Undirected
Davos Seaworth,Qyburn,0.6931471805599453,Undirected
Davos Seaworth,Varys,0.6931471805599453,Undirected
Jorah Mormont,Qyburn,0.0,Undirected
Missandei,Qyburn,0.0,Undirected
Margaery Tyrell,Ramsay Bolton,0.0,Undirected
Margaery Tyrell,Talisa Maegyr,0.0,Undirected
Jaime Lannister,Ygritte,0.0,Undirected
Robb Stark,Roose Bolton,0.6931471805599453,Undirected
Robb Stark,Walder Frey,1.0986122886681098,Undirected
Roose Bolton,Tywin Lannister,1.3862943611198906,Undirected
Roose Bolton,Walder Frey,1.3862943611198906,Undirected
Lyanna Stark,Qyburn,0.0,Undirected
Daenerys Targaryen,Jaqen H'ghar,0.6931471805599453,Undirected
Jaqen H'ghar,Jon Snow,0.6931471805599453,Undirected
Podrick Payne,Ros,0.0,Undirected
Ros,Varys,0.0,Undirected
Gilly,Maester Aemon,1.3862943611198906,Undirected
Gendry,Rhaegar Targaryen,0.0,Undirected
Gilly,Grand Maester Pycelle,2.9444389791664403,Undirected
Lady Crane,Yara Greyjoy,0.0,Undirected
Davos Seaworth,Little Sam,0.0,Undirected
Petyr Baelish,Viserys Targaryen,0.0,Undirected
Osha,Rhaegar Targaryen,0.6931471805599453,Undirected
Osha,Yara Greyjoy,0.6931471805599453,Undirected
Gregor Clegane,Podrick Payne,0.0,Undirected
Bran Stark,Melisandre,0.0,Undirected
Gilly,Melisandre,0.0,Undirected
Joffrey Baratheon,Oberyn Martell,0.0,Undirected
Myrcella Baratheon,Oberyn Martell,0.0,Undirected
Doreah,Lyanna Stark,0.0,Undirected
Doreah,Viserys Targaryen,0.0,Undirected
Bronn,Petyr Baelish,0.0,Undirected
Petyr Baelish,Sandor Clegane,0.0,Undirected
Cersei Lannister,Gilly,1.3862943611198906,Undirected
Rhaegar Targaryen,Tywin Lannister,0.0,Undirected
Samwell Tarly,Varys,4.02535169073515,Undirected
Bronn,Lyanna Stark,0.6931471805599453,Undirected
Bronn,Rhaegar Targaryen,0.0,Undirected
Black Walder Rivers,Gendry,0.6931471805599453,Undirected
Alliser Thorne,Olly,0.0,Undirected
Olly,Stannis Baratheon,0.0,Undirected
Olly,Viserys Targaryen,0.0,Undirected
Olly,Walder Frey,0.6931471805599453,Undirected
Oberyn Martell,Ygritte,0.0,Undirected
Daario Naharis,Oberyn Martell,0.0,Undirected
Mance Rayder,Meryn Trant,0.0,Undirected
Mance Rayder,Thoros of Myr,0.0,Undirected
Mance Rayder,Walder Frey,0.0,Undirected
Petyr Baelish,Robb Stark,0.0,Undirected
Samwell Tarly,Tormund Giantsbane,0.6931471805599453,Undirected
Mirri Maz Duur,Tormund Giantsbane,0.0,Undirected
Bran Stark,Catelyn Stark,1.0986122886681098,Undirected
Euron Greyjoy,Oberyn Martell,0.0,Undirected
Euron Greyjoy,Robb Stark,0.0,Undirected
Joffrey Baratheon,Jorah Mormont,0.0,Undirected
Alliser Thorne,Craster,0.0,Undirected
Alliser Thorne,Janos Slynt,0.0,Undirected
Alliser Thorne,Karl Tanner,0.0,Undirected
Alliser Thorne,Meryn Trant,0.0,Undirected
Alliser Thorne,Mirri Maz Duur,0.0,Undirected
Craster,Janos Slynt,0.0,Undirected
Craster,Karl Tanner,0.0,Undirected
Craster,Meryn Trant,0.0,Undirected
Craster,Mirri Maz Duur,0.0,Undirected
Craster,Walder Frey,0.0,Undirected
Janos Slynt,Karl Tanner,0.0,Undirected
Janos Slynt,Meryn Trant,0.0,Undirected
Janos Slynt,Mirri Maz Duur,0.0,Undirected
Karl Tanner,Meryn Trant,0.0,Undirected
Karl Tanner,Mirri Maz Duur,0.0,Undirected
Karl Tanner,Walder Frey,0.0,Undirected
Meryn Trant,Mirri Maz Duur,0.0,Undirected
Mirri Maz Duur,Walder Frey,0.0,Undirected
Cersei Lannister,Tycho Nestoris,0.0,Undirected
Jaime Lannister,Maggy the Frog,0.0,Undirected
Missandei,Nymeria Sand,0.0,Undirected
Brother Ray,Jaime Lannister,1.0986122886681098,Undirected
Missandei,Xaro Xhoan Daxos,0.0,Undirected
Daenerys Targaryen,Lysa Arryn,0.0,Undirected
Brother Ray,Rhaegar Targaryen,0.6931471805599453,Undirected
Daenerys Targaryen,Tywin Lannister,0.6931471805599453,Undirected
Sansa Stark,Shae,0.6931471805599453,Undirected
Khal Drogo,Margaery Tyrell,2.70805020110221,Undirected
Catelyn Stark,Lyanna Stark,3.6888794541139363,Undirected
Catelyn Stark,Robert Baratheon,3.6888794541139363,Undirected
Gendry,Robin Arryn,1.0986122886681098,Undirected
Missandei,Rhaegar Targaryen,1.0986122886681098,Undirected
Hot Pie,Tommen Baratheon,0.0,Undirected
Lysa Arryn,Robin Arryn,0.0,Undirected
Brother Ray,Daenerys Targaryen,0.0,Undirected
Brother Ray,Viserys Targaryen,0.0,Undirected
Rhaegar Targaryen,Ros,0.0,Undirected
Jorah Mormont,Ygritte,0.0,Undirected
Daario Naharis,Jaime Lannister,0.0,Undirected
Daario Naharis,Missandei,0.0,Undirected
Edmure Tully,Jaime Lannister,0.0,Undirected
Daenerys Targaryen,Doreah,0.0,Undirected
Eddard Stark,Tormund Giantsbane,0.0,Undirected
Catelyn Stark,Jaime Lannister,0.0,Undirected
Catelyn Stark,Tyrion Lannister,0.0,Undirected
Lysa Arryn,Tywin Lannister,0.0,Undirected
Daario Naharis,Tormund Giantsbane,0.6931471805599453,Undirected
Lancel Lannister,Rhaegar Targaryen,0.0,Undirected
Arya Stark,Eddard Stark,0.0,Undirected
Eddard Stark,Renly Baratheon,0.6931471805599453,Undirected
Eddard Stark,Rickon Stark,0.6931471805599453,Undirected
Eddard Stark,Ygritte,0.6931471805599453,Undirected
Renly Baratheon,Rickon Stark,0.6931471805599453,Undirected
Renly Baratheon,Ygritte,0.6931471805599453,Undirected
Rickon Stark,Ygritte,0.6931471805599453,Undirected
Balon Greyjoy,Euron Greyjoy,0.0,Undirected
Doran Martell,Oberyn Martell,0.0,Undirected
Doran Martell,Trystane Martell,0.0,Undirected
Oberyn Martell,Trystane Martell,0.0,Undirected
Roose Bolton,Viserys Targaryen,0.0,Undirected
Catelyn Stark,Olly,0.0,Undirected
Cersei Lannister,Olly,0.0,Undirected
Oberyn Martell,Rhaegar Targaryen,2.0794415416798357,Undirected
Olly,Roose Bolton,0.0,Undirected
Olly,Tywin Lannister,0.0,Undirected
Brother Ray,Sansa Stark,0.6931471805599453,Undirected
Grey Worm,Hodor,0.0,Undirected
Hot Pie,Theon Greyjoy,0.0,Undirected
Euron Greyjoy,Robin Arryn,1.6094379124341003,Undirected
Jaime Lannister,Robin Arryn,1.6094379124341003,Undirected
Daenerys Targaryen,Tyene Sand,0.0,Undirected
Missandei,Tyene Sand,0.0,Undirected
Sansa Stark,Tyene Sand,0.0,Undirected
High Priestess of the Dosh Khaleen,Little Sam,0.6931471805599453,Undirected
High Priestess of the Dosh Khaleen,Walder Frey,0.0,Undirected
Missandei,Tormund Giantsbane,0.0,Undirected
Podrick Payne,Samwell Tarly,0.0,Undirected
Ramsay Bolton,Rhaegar Targaryen,0.0,Undirected
Daario Naharis,Grenn,0.0,Undirected
Daario Naharis,Viserys Targaryen,0.0,Undirected
Grenn,Tormund Giantsbane,0.0,Undirected
Grenn,Viserys Targaryen,0.0,Undirected
Tormund Giantsbane,Viserys Targaryen,0.0,Undirected
Alys Karstark,Brienne of Tarth,0.0,Undirected
Alys Karstark,Tormund Giantsbane,0.0,Undirected
Euron Greyjoy,High Priestess of the Dosh Khaleen,0.0,Undirected
Beric Dondarrion,Daenerys Targaryen,0.0,Undirected
Arya Stark,Myrcella Baratheon,0.0,Undirected
Arya Stark,Tommen Baratheon,0.0,Undirected
Bran Stark,Myrcella Baratheon,0.0,Undirected
Jaime Lannister,Myrcella Baratheon,0.0,Undirected
Jaime Lannister,Tommen Baratheon,0.0,Undirected
Jon Snow,Myrcella Baratheon,0.0,Undirected
Ellaria Sand,Tyrion Lannister,0.0,Undirected
Gendry,Missandei,0.0,Undirected
Jaqen H'ghar,Lyanna Stark,0.0,Undirected
Daenerys Targaryen,Robin Arryn,0.0,Undirected
Jon Snow,Robin Arryn,0.0,Undirected
Amory Lorch,Rhaegar Targaryen,0.0,Undirected
Benjen Stark,Lyanna Stark,0.6931471805599453,Undirected
Benjen Stark,Rhaegar Targaryen,0.6931471805599453,Undirected
Gendry,Meera Reed,0.6931471805599453,Undirected
Meera Reed,Robin Arryn,0.6931471805599453,Undirected
Little Sam,Ygritte,0.0,Undirected
Tormund Giantsbane,Varys,0.6931471805599453,Undirected
Bran Stark,Mirri Maz Duur,0.0,Undirected
Arya Stark,Ellaria Sand,0.0,Undirected
Ellaria Sand,Lyanna Stark,0.0,Undirected
Dickon Tarly,Rickon Stark,0.0,Undirected
Dickon Tarly,Samwell Tarly,0.0,Undirected
Rickon Stark,Samwell Tarly,0.0,Undirected
Locke,Theon Greyjoy,0.0,Undirected
Arya Stark,Stannis Baratheon,0.0,Undirected
Brienne of Tarth,Stannis Baratheon,0.0,Undirected
Balon Greyjoy,Robb Stark,0.0,Undirected
Balon Greyjoy,Theon Greyjoy,0.0,Undirected
Euron Greyjoy,Gilly,1.0986122886681098,Undirected
Gilly,Joffrey Baratheon,1.0986122886681098,Undirected
Lady Crane,Sandor Clegane,0.0,Undirected
Davos Seaworth,Gilly,0.0,Undirected
Davos Seaworth,Olenna Tyrell,0.0,Undirected
Gilly,Olenna Tyrell,0.0,Undirected
Gilly,Theon Greyjoy,0.0,Undirected
Olenna Tyrell,Theon Greyjoy,0.0,Undirected
Loras Tyrell,Sansa Stark,0.0,Undirected
Loras Tyrell,Tyrion Lannister,0.0,Undirected
Loras Tyrell,Tywin Lannister,0.0,Undirected
Catelyn Stark,Tormund Giantsbane,0.0,Undirected
Davos Seaworth,Grey Worm,0.0,Undirected
Gendry,Qyburn,0.0,Undirected
